id_qa,corpus,question_en_origin,question_pt_origin,question_en_paraphase,question_pt_paraphase,answer_en_origin,answer_pt_origin,answer_en_validate,answer_pt_validate,eid_article_scopus,text_excerpts_un_reports,question_generic,answer_in_text,answer_difficulty,question_meaningful,answer_equivalent,question_type
A1297,1,What criterias can be used to determine the more suitable mangrove areas for the conservation and fishery of Ucides in Brazil?,Quais critérios podem ser usados para determinar as áreas de manguezais mais adequadas para a conservação e pesca de caranguejos-uçás no Brasil?,"",""," Crab biotic parameters, land use/cover and social factors.","Parâmetros bióticos de caranguejos, uso / cobertura do solo e fatores sociais.","Ten criteria in total were used, including crab biotic parameters, land use/cover and social factors. ","Dez critérios no total foram usados, incluindo parâmetros bióticos de caranguejos, uso / cobertura da terra e fatores sociais. ",2-s2.0-84987762471,"",false,true,2,5,3, What
A1300,1,What caused the increase in the concentration of manganese in the estuary of the Rio Doce?,O que causou o aumento da concentração de manganês no estuário do rio doce?,Why has the manganese concentration in the Rio Doce estuary risen?,Porque a concentração de manganês no estuário do Rio Doce aumentou?,The world's largest mine tailings dam collapse,O colapso de da maior barragem de rejeitos de mina do mundo,The rupture of the largest tailings dam in the world.,A ruptura da maior represa de rejeitos do mundo.,2-s2.0-85096833213,"",false,true,4,5,4, What
A1302,1,"What are the main sedimentary processes along the continental shelf of Espírito Santo, Brazil? ","Quais são os principais processos sedimentares ao longo da plataforma continental do Espirito santo, Brasil?",What are the two major combined sedimentary processes that analysis showed? ,Quais são os dois principais processos sedimentares combinados que a análise mostrou?,Riverine sediment input and carbonate sedimentation,entrada de sedimentos ribeirinhos e sedimentação carbonática,Riverine sediment input and carbonate sedimentation.,Entrada de sedimentos ribeirinhos e sedimentação de carbono.,2-s2.0-85079784581,"",false,true,3,5,5, What
A1304,1," 
How do climatic oscillation show variations in precipitation and atmosphere humidity?",Como as oscilações climáticas mostram variações na precipitação e umidade da atmosfera?,The scientists asked how do climatic oscillation show variations in precipitation and atmosphere humidity.,Os cientistas pergutaram como as oscilações climáticas mostram variações na precipitação e umidade da atmosfera,"
By areas of expansion and retraction of the herbaceous plain and forest vegetation.",Por áreas de expansão ou retração da planície herbácea e vegetação florestal.,They are shown marked by areas of expansion and/or retraction of herbaceous plain and forest vegetation.,"

São apresentados marcados por áreas de expansão e / ou retração de planície herbácea e vegetação florestal.",2-s2.0-85090483755,"",false,true,4,5,4, How
A1306,1,"How much was the increase in the brazilian`s maritime protected area, in 2018?","De quanto foi o aumento nas áreas marítimas protegidas brasileiras , em 2018?",How much the brazilian's maritime protected area increased in 2018?,O quanto as áreas maritmas protegidas brasileiras aumentaram em 2018?,From 1.5% to 26.36% of the country’s maritime territory.,De 1.5% para 26.36 do território marítimo do pais.,The maritime protected area increased in 24.86% of the total.,"As áreas marítimas protegidas aumentaram em 24,86% do total.",2-s2.0-85104732272,"",false,true,5,5,4, How
A1307,1,What was the accident that ocurred in January 2000 in Guanabara Bay?,Qual foi o acidente que ocorreu em janeiro de 2000 na Baia de Guanabara?,What kind of occurrence happened in January 200 in Guanabara Bay?,Que tipo de ocorrência aconteceu em Janeiro de 2000 na Baia de Guanabara?,More than 1 million liters of crude oil has been spilled into the Guanabara Bay.,Mais de 1 milhão de litros de óleo bruto foram derramados na Baia de Guanabara.,The accident is related to where more than 1 million liters of crude oil has been spilled into the Guanabara Bay.,"O acidente que ocorreu, foi o despejo de 1 milhão de litros de óleo puro na Baia de Guanabara",2-s2.0-84857483294,"",false,true,2,5,5, What
A1308,1,where do the geochemical properties of oil converge?,Onde as propriedades geoquímicas do petróleo convergem?,The geochemical properties of oil converge where ?,As propriedades geoquimicas do óleo se convergem aonde ?,Eastern Marlim oilfield,"Campo petrolífero oriental de Marlim
", Eastern Marlim oilfield,Campo Marlim do leste,2-s2.0-85055908781,"",false,true,1,5,5, Where
A1309,1,What is usually found in the Santos Basin's Pre-Salt fields that is an contaminant for the metallic layers of the flexible pipes?,O que é normalmente encontrado nos campos de pré-sal da Bacia de Santos que é um contaminante para as camadas metálicas dos tubos flexíveis?,high concentrations of H2S and CO2,Alta concentração de H2S e CO2,H2S and CO2.,H2S e CO2.,High concentrations of H2S and CO2,Alta concentração de H2s e CO2,2-s2.0-85099279592,"",false,true,1,5,4, What
A1310,1,What are the elements that are necessary in order to make the SCC condition occur?,Quais são os elementos necessários para que ocorra a condição denominada SCC?,What are the three main elements for the SCC condition to occur?,Quais são os três elementos principais para que ocorra a condição SCC?,"Water, stress and susceptible material.","Água, estresse e um material suscetível.","Water, stress and susceptible material.","Água, estresse e material suscetível.",2-s2.0-85099279592,"",false,true,3,5,5, What
A1311,1,What is the condition known as SCC?,O que é a condição conhecida como SCC?,What is the SCC condition?,O que é a condição SCC?,Is a condition that induces cracks in the pipes metallic layers.,É uma condição que induz rachaduras nas camadas metálicas dos tubos.,"SCC is a condition that induces cracks in the pipes metallic layers and need three elements to happen: water, stress and susceptible material","O SCC é uma condição que induz rachaduras nas camadas metálicas dos canos e precisa de três elementos para acontecer: água, estresse e material suscetível",2-s2.0-85099279592,"",true,true,1,4,4, What
A1413,1,What are the rivers that make up the estuarine system at the port of Vitória?,Quais são os rios que compõem o sistema estuarino do porto de Vitória?,The composition of the estuarine system at port of Vitória is made of which rivers?,A composição do sistemas estuarino do porto de Vitória é feita por quais rios?,"Santa Maria da Vitória, Bubu, Itanguá and Aribiri.","Santa Maria da Vitória, Bubu, Itanguá e Aribiri,","Is composed with the rivers Santa Maria da Vitória, Bubu, Itanguá and Aribiri.","É composto pelos rios Santa Maria da Vitória, Bubu, Itanguá and Aribiri.",2-s2.0-85095886757,"",false,true,1,5,4, What
A1314,1,What is the Thermoplastic composite pipes ?,O que são tubos termoplásticos compostos?,"","",Is a fully bonded pipe structure with a solid wall construction constituted from a single polymer material reinforced with embedded fibre reinforcements.,É uma estrutura tubular totalmente ligada com uma construção de parede sólida constituída de um único material polimérico reforçado com reforços de fibra embutidos.,It is a fully bonded pipe structure with a solid wall construction constituted from a single polymer material reinforced with embedded (melt-fused) fibre reinforcements,É uma estrutura de tubo totalmente ligada com uma construção de parede sólida constituída de um único material de polímero reforçado com reforços de fibra incorporados (fundidos por fusão),2-s2.0-85050512775,"",false,true,1,5,5, What
A1315,1,Where is the Campos basin located?,Onde está localizada a bacia de Campos?,What is the location of the Campos basin?,Qual a localização da bacia de Campos?,Between the north coast of Rio de Janeiro and the south coast of Espírito Santo.,"No litoral brasileiro, entre o litoral norte do Estado do Rio de Janeiro e o litoral sul do Estado do Espírito Santo.",It is located between north coast of Rio de Janeiro and the south coast of Espírito Santo in Brazil.,Está localizada entre as costas norte do Rio de Janeiro e sul do Espírito Santo.,2-s2.0-85044530973,"",false,true,3,5,4, Where
A1317,1,Where is Camamu Bay located?,Onde está localizada a Baia de Camamu?,The Camamu Bay is located where?,A Baía de Camamu fica onde?,"Brazil, south coast of Bahia state.","Brasil, litoral sul do estado da Bahia.",It is located at the central coast of Bahia,Localiza-se no litoral central da Bahia.,2-s2.0-85037590262,"",false,true,2,5,4, Where
A1318,1,What  motives the changes in the sedimentary dynamics of the channels of Camamu Bay?,O que sustenta as mudanças das dinâmicas sedimentares dos canais da Baía de Camamu?,The main channels of BCM may present distinct dynamics depending on what?,Os principais canais do BCM podem apresentar dinâmicas distintas dependendo do quê?,The combined effect of freshwater input and tidal circulation.,O efeito combinado da entrada de água doce e circulação das marés.,The combined effect of the freshwater input and tidal circulation.,O efeito combinado da entrada de água doce e da circulação das marés.,2-s2.0-85037590262,"",false,true,1,5,5, What
A1319,1,How is the depuration capacity of Camamu Bay controlled?,Como é controlado a capacidade de depuração da baía de Camamu?,How the Camamu Bay depuration capacity is controlled?,Como a capacidade de depuração da baía de Camamu é controlada?,"Seasonally, bay water renewal in 90 days for dry seasons and 30 days for rainy seasons.","Sazonalmente, renovação das águas da baía em 90 dias para estações secas e 30 dias para as estações chuvosas.","It's seasonally controlled, presenting 90 days and 30 days flushing times for the dry and wet season respectively.","É sazonalmente controlada, apresentando tempos de descarga de 90 dias e 30 dias para a estação seca e chuvosa, respectivamente. ",2-s2.0-85037590262,"",false,true,3,5,5, How
